PG.ProteinGroups	PG.Genes	PG.ProteinDescriptions	PG.ProteinNames	[1] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S1_S2-C10_1_6765.d.PG.Quantity	[2] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S4_S2-D3_1_6770.d.PG.Quantity	[3] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S7_S2-B8_1_6751.d.PG.Quantity	[4] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S10_S2-A5_1_6736.d.PG.Quantity	[5] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S13_S2-D9_1_6776.d.PG.Quantity	[6] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S16_S2-C7_1_6762.d.PG.Quantity	[7] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S19_S2-E1_1_6780.d.PG.Quantity	[8] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S22_S2-B12_1_6755.d.PG.Quantity	[9] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S25_S2-B2_1_6745.d.PG.Quantity	[10] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S28_S2-B4_1_6747.d.PG.Quantity	[11] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S31_S2-D7_1_6774.d.PG.Quantity	[12] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S34_S2-A11_1_6742.d.PG.Quantity	[13] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S37_S2-E5_1_6784.d.PG.Quantity	[14] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S40_S2-A6_1_6737.d.PG.Quantity	[15] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S43_S2-D1_1_6768.d.PG.Quantity	[16] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S46_S2-E3_1_6782.d.PG.Quantity	[17] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S49_S2-C5_1_6760.d.PG.Quantity	[18] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S52_S2-A2_1_6733.d.PG.Quantity	[19] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S55_S2-G4_1_6807.d.PG.Quantity	[20] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S61_S3-A1_1_6829.d.PG.Quantity	[21] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S64_S2-H6_1_6821.d.PG.Quantity	[22] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S67_S2-G11_1_6814.d.PG.Quantity	[23] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S73_S2-G1_1_6804.d.PG.Quantity	[24] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S76_S3-A3_1_6831.d.PG.Quantity	[25] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S79_S2-G8_1_6811.d.PG.Quantity	[26] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S82_S2-F6_1_6797.d.PG.Quantity	[27] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S85_S2-F4_1_6795.d.PG.Quantity	[28] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S88_S2-H3_1_6818.d.PG.Quantity	[29] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S91_S2-F2_1_6793.d.PG.Quantity	[30] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S94_S2-H2_1_6817.d.PG.Quantity	[31] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S94_S2-H10_1_6825.d.PG.Quantity	[32] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S97_S2-E7_1_6786.d.PG.Quantity	[33] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S100_S3-A9_1_6837.d.PG.Quantity	[34] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S102_S3-A7_1_6835.d.PG.Quantity	[35] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S103_S2-E10_1_6789.d.PG.Quantity	[36] 20231215_TIMS6_EVO4_PRI_X1355_P0280_R01057_44min_DIA_S106_S2-F8_1_6799.d.PG.Quantity
Q4KM62	Palmd	Palmdelphin	PALMD_RAT	88.59380340576172	88.5600357055664	44.49338912963867	75.16332244873047	59.7642707824707	71.42809295654297	440.7265319824219	53.28793716430664	44.058616638183594	64.1866226196289	83.45849609375	41.96808624267578	94.12377166748047	42.322959899902344	93.20738983154297	67.92321014404297	80.5821762084961	69.22235107421875	72.93882751464844	29.69664764404297	49.618865966796875	88.4039535522461	37.92001724243164	46.19456481933594	45.8565673828125	66.36891174316406	58.857730865478516	62.56330871582031	NaN	80.35743713378906	66.64803314208984	NaN	NaN	50.92393493652344	70.6143569946289	NaN
Q4KM65	Nudt21	Cleavage and polyadenylation specificity factor subunit 5	CPSF5_RAT	78.98905944824219	52.37397766113281	48.47220993041992	NaN	62.61526870727539	57.781978607177734	495.8964538574219	59.89452362060547	64.17264556884766	52.017578125	76.27171325683594	42.07988357543945	55.53032302856445	53.4283332824707	47.00196075439453	49.970375061035156	67.50653076171875	62.06188201904297	63.351314544677734	NaN	65.27987670898438	64.44287109375	44.81768035888672	52.567481994628906	52.10810089111328	46.50766372680664	28.722368240356445	56.017616271972656	58.733116149902344	49.67800521850586	64.66573333740234	42.635013580322266	64.37651062011719	38.17238235473633	55.90864562988281	43.994449615478516
Q4KM73	Cmpk1	UMP-CMP kinase	KCY_RAT	338.1779479980469	362.3025207519531	312.17828369140625	246.65338134765625	280.5608825683594	309.2236022949219	1176.96044921875	270.65423583984375	265.28546142578125	259.4435729980469	427.4117431640625	213.17625427246094	276.1124572753906	247.55123901367188	272.38427734375	319.0647888183594	309.78057861328125	225.7741241455078	247.4069366455078	197.75634765625	215.4434356689453	239.44126892089844	224.88551330566406	255.64320373535156	262.923583984375	208.2963104248047	236.81808471679688	231.38259887695312	267.4314270019531	215.04739379882812	218.66201782226562	313.7962646484375	212.70790100097656	240.3172607421875	221.79241943359375	234.82952880859375
Q4KM74	Sec22b	Vesicle-trafficking protein SEC22b	SC22B_RAT	47.16585159301758	42.47477340698242	25.93107795715332	72.96009063720703	50.13789749145508	57.8084602355957	771.844482421875	49.923763275146484	38.06263732910156	32.03654479980469	54.617454528808594	32.28644943237305	42.627403259277344	28.31464385986328	19.73603630065918	29.279916763305664	45.83100891113281	41.689239501953125	47.9166145324707	50.43595504760742	98.78125	61.06258010864258	47.1887321472168	38.896846771240234	46.243167877197266	44.69869613647461	32.59668731689453	52.111480712890625	45.734493255615234	31.39684295654297	38.36870193481445	20.929101943969727	35.60154342651367	39.35899353027344	32.75294494628906	33.43156051635742
Q4KM86	Ggact	Gamma-glutamylaminecyclotransferase	GGACT_RAT	10.045427322387695	20.16126823425293	15.954171180725098	NaN	22.034912109375	16.322952270507812	NaN	27.796871185302734	NaN	26.7735595703125	NaN	NaN	19.82276725769043	NaN	15.537810325622559	NaN	NaN	13.542654037475586	NaN	42.62908172607422	NaN	NaN	14.854724884033203	13.709885597229004	14.154534339904785	33.430625915527344	NaN	32.95085906982422	NaN	21.9885196685791	NaN	21.557964324951172	17.80989646911621	20.030670166015625	NaN	31.89569854736328
Q4KMA2	Rad23b	UV excision repair protein RAD23 homolog B	RD23B_RAT	91.3610610961914	162.0203094482422	124.93512725830078	126.81932830810547	132.9513397216797	133.75479125976562	263.7155456542969	119.27647399902344	91.52010345458984	92.04618835449219	188.21075439453125	101.44844818115234	157.08059692382812	108.57415771484375	114.39189910888672	113.7664794921875	99.47406005859375	126.69878387451172	71.68917083740234	77.49707794189453	97.43692779541016	94.60383605957031	132.62313842773438	65.96346282958984	66.50253295898438	68.66266632080078	90.62464141845703	69.48809051513672	101.95087432861328	68.32433319091797	114.68354797363281	102.63641357421875	95.16136169433594	72.66582489013672	92.11876678466797	79.93006896972656
Q4QQR9	Memo1	Protein MEMO1	MEMO1_RAT	87.13550567626953	86.18313598632812	86.50265502929688	60.76473617553711	94.52788543701172	87.6530532836914	29.306148529052734	100.57069396972656	71.1901626586914	75.91691589355469	109.65914154052734	64.41224670410156	87.9004898071289	89.24671173095703	99.73515319824219	97.59732818603516	95.3871078491211	83.26862335205078	89.99219512939453	95.43609619140625	80.77859497070312	109.67750549316406	118.77294158935547	88.85075378417969	120.17241668701172	130.56527709960938	97.76316833496094	110.61165618896484	119.22991180419922	117.82210540771484	88.05487823486328	85.57524108886719	83.40709686279297	94.74321746826172	95.74010467529297	114.0344009399414
Q4QQT4	Ppp2r1b	Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform	2AAB_RAT	87.15911102294922	100.82852935791016	88.8372573852539	117.79093170166016	74.85552978515625	85.78318786621094	222.34036254882812	109.0306625366211	94.55427551269531	88.04135131835938	132.0977783203125	108.13016510009766	84.10233306884766	102.05509185791016	96.27345275878906	78.47208404541016	111.77949523925781	136.70037841796875	84.21603393554688	96.21461486816406	138.3883819580078	112.74200439453125	71.96666717529297	65.64676666259766	105.39949798583984	80.84850311279297	79.84918975830078	69.65174865722656	97.5101318359375	75.82078552246094	79.21784210205078	56.453041076660156	119.25914764404297	73.68073272705078	79.80622863769531	85.8274154663086
Q4QQV3	Fam162a	Protein FAM162A	F162A_RAT	97.61730194091797	54.340145111083984	53.81882858276367	69.90593719482422	55.56486511230469	69.78238677978516	120.72593688964844	42.97140121459961	58.82256317138672	90.04398345947266	104.99408721923828	64.32257843017578	91.61138916015625	48.88424301147461	84.47404479980469	112.61018371582031	65.51799774169922	73.97864532470703	78.08192443847656	77.67939758300781	26.912229537963867	60.90598678588867	64.46977996826172	64.6372299194336	63.364444732666016	45.485504150390625	53.10070037841797	80.9086685180664	46.8232536315918	93.31478881835938	57.53514099121094	71.45216369628906	29.441747665405273	66.79157257080078	52.95847702026367	66.37178039550781
Q4QQW3	Adhfe1	Hydroxyacid-oxoacid transhydrogenase, mitochondrial	HOT_RAT	100.72091674804688	69.71920776367188	47.74647903442383	66.86682891845703	49.788177490234375	38.622982025146484	NaN	36.97352600097656	42.09526443481445	74.298583984375	68.59971618652344	44.712493896484375	48.70191192626953	60.5654296875	41.43931198120117	44.83086013793945	45.12138366699219	80.66303253173828	42.48060989379883	54.25028610229492	47.97264862060547	53.20425796508789	52.461448669433594	37.348209381103516	46.91791534423828	40.61241149902344	31.95218849182129	52.09394073486328	34.27817916870117	46.795772552490234	43.17333984375	51.73316955566406	54.961570739746094	59.79743576049805	49.58198928833008	61.60403823852539
Q4QQW8	Plbd2	Putative phospholipase B-like 2	PLBL2_RAT	NaN	34.9019660949707	NaN	19.946060180664062	NaN	10.1677827835083	111.87686157226562	23.385852813720703	NaN	NaN	28.310617446899414	NaN	49.07172775268555	37.014404296875	7.704170227050781	3.0923609733581543	NaN	59.526851654052734	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	8.009516716003418	NaN
Q4QR80	Mrps25	28S ribosomal protein S25, mitochondrial	RT25_RAT	77.60208892822266	104.97555541992188	88.31171417236328	130.25473022460938	90.10618591308594	70.71004486083984	164.3648681640625	85.86377716064453	NaN	122.2173843383789	102.09619140625	98.3963851928711	160.3082733154297	69.40341186523438	145.33279418945312	111.85862731933594	117.5292739868164	167.43992614746094	59.6063117980957	50.486080169677734	97.7882080078125	53.6458625793457	72.00701141357422	105.85369110107422	66.69491577148438	71.51513671875	110.4006576538086	59.9396858215332	NaN	100.0926284790039	83.09254455566406	90.25735473632812	100.67578887939453	86.36511993408203	88.3524169921875	51.216461181640625
Q4QRB4	Tubb3	Tubulin beta-3 chain	TBB3_RAT	1169.7490234375	1387.1605224609375	1051.7139892578125	1037.0367431640625	845.3757934570312	1113.272705078125	3239.291748046875	1081.01123046875	969.0968627929688	1047.6163330078125	1491.59521484375	680.8334350585938	1415.5526123046875	1019.8262329101562	889.5189208984375	1106.9263916015625	922.3609619140625	879.4268188476562	1027.0145263671875	886.83154296875	1498.071533203125	1155.6219482421875	982.6051025390625	890.1349487304688	779.5252685546875	833.04833984375	626.984619140625	899.2509765625	789.7377319335938	982.3392944335938	622.1691284179688	680.1209716796875	1038.83203125	623.6778564453125	627.524658203125	876.6958618164062
Q4TU93	Mrc2	C-type mannose receptor 2	MRC2_RAT	NaN	NaN	86.27664947509766	NaN	140.3213348388672	255.59671020507812	468.3356018066406	66.85954284667969	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	47.90348815917969	NaN	NaN	NaN	62.79938507080078	123.41313171386719	344.2459411621094	NaN	197.8177032470703	NaN	66.90164947509766	NaN	NaN	NaN	NaN	NaN
Q4V7A0	Wdr61	WD repeat-containing protein 61	WDR61_RAT	63.42344284057617	77.84456634521484	55.681556701660156	88.59712219238281	79.6376953125	79.58909606933594	222.2180938720703	85.39640808105469	64.37926483154297	70.50035858154297	63.62908935546875	49.317481994628906	97.73214721679688	52.70060729980469	62.50080108642578	79.14128112792969	87.8016357421875	58.922794342041016	61.678466796875	46.34657287597656	66.4456787109375	64.30398559570312	79.80339050292969	52.065799713134766	46.16606521606445	63.805721282958984	53.140708923339844	63.16962814331055	60.531005859375	61.08125305175781	58.516902923583984	66.11701202392578	86.91141510009766	62.097599029541016	57.12737274169922	53.076805114746094
Q4V7C6	Gmps	GMP synthase [glutamine-hydrolyzing]	GUAA_RAT	33.1014404296875	30.651159286499023	29.907094955444336	33.61091613769531	30.470542907714844	29.712509155273438	41.885597229003906	32.58255386352539	30.826635360717773	32.70311737060547	39.36211395263672	32.93785095214844	23.470346450805664	26.977399826049805	34.11184310913086	28.988475799560547	45.055240631103516	45.7899055480957	27.038375854492188	37.60194396972656	40.29460144042969	39.01702880859375	25.05440902709961	27.903059005737305	33.63604736328125	26.564624786376953	21.231306076049805	32.534576416015625	21.311941146850586	30.491622924804688	32.95209503173828	24.221654891967773	26.33761978149414	24.29534339904785	26.193225860595703	25.182981491088867
Q4V7C7	Actr3	Actin-related protein 3	ARP3_RAT	53.323394775390625	80.68655395507812	78.72319793701172	78.38813781738281	53.732723236083984	89.47077178955078	397.4814758300781	112.70677947998047	88.91645812988281	64.48712921142578	83.87422180175781	52.79509353637695	74.0941390991211	98.1219253540039	46.95524978637695	54.07979202270508	97.48832702636719	142.25912475585938	68.44010162353516	193.427978515625	75.43819427490234	43.288578033447266	63.576168060302734	60.94868469238281	71.75535583496094	48.374996185302734	43.45820617675781	51.473876953125	82.55999755859375	63.887115478515625	37.87464904785156	75.9267578125	72.55897521972656	50.96317672729492	52.27307891845703	35.111114501953125
Q4V7E8	Lrrfip2	Leucine-rich repeat flightless-interacting protein 2	LRRF2_RAT	32.74784851074219	31.24553680419922	23.707067489624023	NaN	29.24176597595215	37.236698150634766	42.622493743896484	29.92334747314453	19.825756072998047	28.666154861450195	32.104557037353516	25.245485305786133	29.574338912963867	18.87750244140625	14.336365699768066	22.08851432800293	35.12068176269531	NaN	29.570262908935547	24.47757911682129	45.22117614746094	24.493440628051758	25.681425094604492	28.789203643798828	18.02520179748535	15.430276870727539	18.86002540588379	20.46816062927246	23.086366653442383	14.018763542175293	14.174382209777832	20.076749801635742	21.21199607849121	14.411218643188477	14.807258605957031	17.277923583984375
Q4V885	Colec12	Collectin-12	COL12_RAT	NaN	2.2640061378479004	NaN	NaN	NaN	NaN	107.6136245727539	NaN	NaN	16.060985565185547	3.013953924179077	28.778993606567383	NaN	14.300350189208984	2.0527374744415283	NaN	NaN	NaN	NaN	NaN	18.920856475830078	NaN	NaN	NaN	NaN	12.751941680908203	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5.170945167541504	NaN
Q4V8B0	Oxr1	Oxidation resistance protein 1	OXR1_RAT	38.63056564331055	94.17694854736328	50.41037368774414	17.96196174621582	38.441734313964844	60.0454216003418	110.15055084228516	45.25418472290039	32.35954666137695	24.752992630004883	56.80784225463867	16.57358741760254	70.32300567626953	30.92428970336914	64.12992095947266	32.813419342041016	33.299320220947266	31.90940284729004	29.959741592407227	14.551945686340332	26.870235443115234	12.101614952087402	32.51823425292969	23.62335777282715	11.693007469177246	27.637720108032227	37.98052215576172	14.890079498291016	34.02561569213867	34.676082611083984	24.781970977783203	49.7902717590332	40.85730743408203	22.87204933166504	32.59587860107422	17.40518569946289
Q4V8C3	Eml1	Echinoderm microtubule-associated protein-like 1	EMAL1_RAT	73.45387268066406	120.00118255615234	101.50945281982422	125.04497528076172	96.08336639404297	117.85333251953125	109.30992126464844	123.34823608398438	60.1141242980957	72.33882141113281	111.996826171875	86.5536117553711	71.33132934570312	87.0702133178711	95.17024993896484	76.32201385498047	74.21623992919922	111.8066635131836	98.84103393554688	92.92581939697266	151.49595642089844	109.86624908447266	63.73637390136719	77.49832916259766	90.84016418457031	80.18379974365234	59.357215881347656	77.00310516357422	63.817684173583984	76.81609344482422	100.85914611816406	55.1683464050293	89.0941162109375	57.001991271972656	79.33806610107422	84.7618637084961
Q4V8C7	Prkra	Interferon-inducible double-stranded RNA-dependent protein kinase activator A	PRKRA_RAT	8.49477767944336	67.43115234375	NaN	119.92406463623047	NaN	NaN	47.99294662475586	27.83989143371582	20.02212905883789	NaN	NaN	33.337928771972656	17.305267333984375	NaN	70.52458190917969	13.88888931274414	NaN	119.29362487792969	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q4V8C8	Cdc73	Parafibromin	CDC73_RAT	22.34056854248047	NaN	23.40277099609375	NaN	42.66438674926758	NaN	191.19883728027344	NaN	NaN	13.10903263092041	NaN	NaN	NaN	NaN	34.57809829711914	20.904308319091797	NaN	NaN	NaN	14.257597923278809	25.360286712646484	24.69011878967285	16.783222198486328	17.307008743286133	18.3438720703125	18.807966232299805	NaN	19.341323852539062	22.39548683166504	17.777135848999023	13.784994125366211	NaN	18.68889808654785	20.077823638916016	13.3648042678833	10.473236083984375
Q4V8F9	Hsdl2	Hydroxysteroid dehydrogenase-like protein 2	HSDL2_RAT	350.93621826171875	227.24838256835938	171.17971801757812	187.60604858398438	180.8017120361328	158.81472778320312	119.58788299560547	217.98147583007812	245.08984375	402.53643798828125	199.482666015625	322.95257568359375	196.74859619140625	248.3096160888672	289.6961669921875	334.4158935546875	232.58644104003906	268.81622314453125	175.30633544921875	310.69012451171875	132.0275421142578	180.92495727539062	197.822998046875	418.5195007324219	458.2679443359375	165.78265380859375	248.80804443359375	372.5981140136719	135.3410186767578	357.8003845214844	385.7786865234375	301.8799743652344	99.7981948852539	359.6294860839844	184.42457580566406	189.11294555664062
Q4V8H8	Ehd2	EH domain-containing protein 2	EHD2_RAT	180.3748321533203	124.24317932128906	116.93470764160156	89.5727310180664	103.646728515625	101.49137115478516	648.7390747070312	179.10377502441406	145.48268127441406	181.3441619873047	69.79150390625	137.3070831298828	142.4909210205078	110.05683135986328	88.05572509765625	130.0159454345703	117.84395599365234	112.95027923583984	150.567138671875	212.97312927246094	277.4937744140625	118.2791748046875	130.739013671875	158.98779296875	194.70375061035156	101.17989349365234	107.19222259521484	162.48629760742188	91.50245666503906	162.6232452392578	176.0730438232422	131.37026977539062	97.8669662475586	156.4090118408203	126.23721313476562	118.13655090332031
Q4V8K1	Steap4	Metalloreductase STEAP4	STEA4_RAT	58.40479278564453	41.15841293334961	NaN	NaN	25.422101974487305	34.491615295410156	43.12871170043945	23.39175796508789	30.69852066040039	44.35549545288086	NaN	19.30879783630371	49.062705993652344	18.702659606933594	NaN	31.931772232055664	46.858890533447266	NaN	74.8313980102539	74.50308227539062	184.43040466308594	45.65558624267578	26.088808059692383	40.78469467163086	63.778175354003906	47.0245361328125	37.29679870605469	52.05630874633789	33.72162628173828	77.05598449707031	46.32780075073242	NaN	50.312721252441406	58.46797561645508	41.518131256103516	45.37753677368164
Q4V8K2	Ctnnbl1	Beta-catenin-like protein 1	CTBL1_RAT	26.242204666137695	33.29884338378906	18.284605026245117	NaN	15.592368125915527	NaN	225.71780395507812	12.32703685760498	18.448444366455078	16.070350646972656	NaN	NaN	30.910818099975586	NaN	15.147024154663086	18.161685943603516	NaN	32.395320892333984	6.8973388671875	20.815675735473633	40.80075454711914	14.624011993408203	19.498249053955078	20.372169494628906	20.312915802001953	10.309856414794922	NaN	22.00702476501465	17.002986907958984	20.444618225097656	12.44287395477295	NaN	12.818840026855469	19.13352394104004	8.73430347442627	13.375929832458496
Q4V8K3	Naa11	N-alpha-acetyltransferase 11	NAA11_RAT	29.672595977783203	30.988718032836914	50.55404281616211	41.6666145324707	38.4576530456543	43.07316207885742	33.70213317871094	36.1721076965332	31.66046142578125	36.50248718261719	95.6988525390625	20.062015533447266	45.41012954711914	35.34879684448242	34.014827728271484	41.66260528564453	30.456857681274414	31.17716407775879	30.58938217163086	38.57944107055664	37.071598052978516	29.01264190673828	44.79347610473633	39.80408477783203	45.874420166015625	30.002037048339844	29.38368797302246	44.38016891479492	33.9094352722168	31.605506896972656	44.080543518066406	38.16294860839844	28.545019149780273	21.48006820678711	20.318511962890625	30.951736450195312
Q4V8K5	Brox	BRO1 domain-containing protein BROX	BROX_RAT	75.48870849609375	86.33611297607422	53.93421173095703	78.29338836669922	86.60499572753906	91.81541442871094	136.04981994628906	54.32320785522461	45.02471160888672	75.94573974609375	106.0224380493164	31.73655128479004	111.42372131347656	39.365028381347656	103.6002426147461	67.82604217529297	100.05584716796875	55.19672393798828	87.42676544189453	61.31182861328125	78.80229949951172	141.01560974121094	104.15939331054688	78.79833221435547	78.34146881103516	93.14464569091797	74.85283660888672	101.92265319824219	87.54100799560547	125.06060028076172	95.64920043945312	79.35747528076172	123.80433654785156	86.59868621826172	88.11070251464844	75.02325439453125
Q4VSI4	Usp7	Ubiquitin carboxyl-terminal hydrolase 7	UBP7_RAT	40.356719970703125	57.043338775634766	34.106590270996094	55.5976676940918	31.94924545288086	44.32377624511719	62.60316848754883	33.87586975097656	35.67122268676758	32.123374938964844	38.162445068359375	39.64920425415039	49.37294006347656	45.27920913696289	23.896888732910156	30.324127197265625	36.6768684387207	52.73759078979492	37.804542541503906	42.12127685546875	50.81244659423828	47.19768524169922	44.790531158447266	34.97761535644531	38.92183303833008	27.8078670501709	20.29962921142578	43.611175537109375	43.285133361816406	37.52372741699219	47.00215148925781	32.26842498779297	32.53225326538086	29.371212005615234	30.090782165527344	31.582895278930664
Q505J8	Farsa	Phenylalanine--tRNA ligase alpha subunit	SYFA_RAT	403.5013122558594	447.4005432128906	521.4220581054688	790.002685546875	435.89678955078125	621.3182983398438	1044.23876953125	506.59552001953125	380.26580810546875	441.29595947265625	682.8475341796875	458.7361755371094	706.8040161132812	550.894775390625	445.6322021484375	467.1502380371094	560.7903442382812	544.0128784179688	494.5489501953125	493.360107421875	565.603515625	615.3390502929688	502.28564453125	348.0091857910156	449.72540283203125	463.9618835449219	358.21661376953125	446.4544677734375	487.5616149902344	331.310302734375	526.63916015625	464.10833740234375	546.3314208984375	360.4691467285156	442.94659423828125	410.64337158203125
Q505J9	Atad1	Outer mitochondrial transmembrane helix translocase	ATAD1_RAT	89.38766479492188	83.73379516601562	60.11698913574219	89.6184310913086	87.15515899658203	61.45017623901367	11.381683349609375	60.2365608215332	84.78372192382812	61.71434783935547	65.99000549316406	106.84828186035156	67.38773345947266	64.98505401611328	61.48161697387695	58.71820068359375	60.4276237487793	77.01229858398438	59.0977783203125	147.203857421875	41.75767135620117	77.24897003173828	81.41957092285156	64.56734466552734	102.84461212158203	71.75743865966797	94.36261749267578	93.74169158935547	71.6865005493164	88.14320373535156	100.60892486572266	79.09397888183594	52.705196380615234	119.5621566772461	83.03265380859375	80.59976959228516
Q53B90	Rab43	Ras-related protein Rab-43	RAB43_RAT	468.6191101074219	264.0570068359375	145.33151245117188	277.2314147949219	361.50482177734375	374.504150390625	NaN	271.5853271484375	349.3482360839844	383.1353759765625	NaN	259.3853454589844	648.02490234375	105.74605560302734	75.48793029785156	223.61016845703125	407.2706604003906	36.28447341918945	534.6777954101562	720.5743408203125	663.033935546875	727.78515625	545.5113525390625	795.7979125976562	711.4164428710938	430.0361022949219	383.88897705078125	1000.4923095703125	371.1452331542969	567.6602172851562	854.119140625	146.9027862548828	278.59197998046875	497.907470703125	392.7759094238281	312.0530090332031
Q561R9	Lactb2	Endoribonuclease LACTB2	LACB2_RAT	36.70866775512695	31.623886108398438	50.71965408325195	54.476173400878906	40.82365417480469	37.495880126953125	NaN	40.02598190307617	52.28913116455078	39.850276947021484	48.86701583862305	28.43743324279785	33.77758026123047	32.59595489501953	40.672828674316406	52.078765869140625	48.39728927612305	34.70521545410156	33.77922821044922	36.82097244262695	37.87382888793945	43.49876022338867	38.60661697387695	39.97739791870117	44.06562042236328	43.13212966918945	33.963233947753906	50.142913818359375	43.0500373840332	33.39649963378906	43.76993942260742	51.743595123291016	44.60108947753906	32.42807388305664	36.52363586425781	37.446929931640625
Q561S0	Ndufa10	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial	NDUAA_RAT	1122.3963623046875	830.1444702148438	655.1349487304688	587.9461669921875	777.6220703125	625.2044677734375	356.3340759277344	763.8187255859375	939.5866088867188	1410.3826904296875	583.1455078125	1012.0032348632812	770.2615356445312	709.927001953125	919.419677734375	1226.427490234375	721.64404296875	899.2579345703125	896.9640502929688	1195.484619140625	828.0148315429688	697.9168701171875	859.6068115234375	1263.9490966796875	1438.858154296875	707.1204833984375	1013.10791015625	1312.01416015625	733.1544799804688	1042.8995361328125	1290.67626953125	871.0720825195312	530.244873046875	1167.09716796875	747.9752807617188	828.2789916992188
Q566E5	Poglut3	Protein O-glucosyltransferase 3	PLGT3_RAT	12.381065368652344	22.81736946105957	21.790132522583008	NaN	22.87688446044922	22.108592987060547	155.73165893554688	18.16934585571289	10.297918319702148	9.47693157196045	27.135028839111328	21.666088104248047	NaN	NaN	16.47783660888672	21.52676010131836	NaN	NaN	NaN	17.873275756835938	45.28123092651367	15.300353050231934	17.353103637695312	10.690670013427734	20.07023811340332	9.926862716674805	44.48713302612305	18.34786605834961	50.29335021972656	11.696669578552246	11.685552597045898	11.415571212768555	14.075899124145508	7.475142955780029	15.303342819213867	10.420597076416016
Q566R0	Them4	Acyl-coenzyme A thioesterase THEM4	THEM4_RAT	26.235401153564453	37.664310455322266	26.79729461669922	NaN	15.577033996582031	22.141010284423828	NaN	17.021495819091797	20.986541748046875	43.47005081176758	NaN	49.098140716552734	21.297998428344727	23.6802978515625	18.11100959777832	40.021175384521484	NaN	NaN	NaN	45.008323669433594	23.82941436767578	36.05888748168945	9.850205421447754	23.82929801940918	46.58667755126953	19.2613582611084	14.186245918273926	38.25352478027344	29.172529220581055	39.01737594604492	13.099140167236328	21.21084976196289	17.415868759155273	21.40941619873047	17.23340606689453	33.00855255126953
